Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,,Quad,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,SAR,Price,Dual,Features_1,Single_1,Build,Talk time,Stand-by,Infrared port,Music play,SAR EU,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,_1,_1_1,Keyboard,Browser
b'micromax',b'Micromax Selfie 2 Note Q4601',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-selfie2-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 5, 40'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, September'","b'Available. Released 2017, September'",b'153.5 x 77.5 x 8.5 mm (6.04 x 3.05 x 0.33 in)',b'167 g (5.89 oz)',b'Dual SIM',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~70.1% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",,b'Android 7.0 (Nougat)',b'Mediatek MT6737 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720',b'microSDHC',b'32GB 3GB RAM',b'eMMC 5.0',,"b'LED flash, panorama'",b'1080p@30fps',"b'13 MP, f/2.0, 1/3"", AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Ion 3000 mAh, removable'",,b'Black',,,,,b'LED flash',"b'8 MP, f/2.0, 1/4""'",,,,,,,,,,,,,,,,,
b'micromax',b'Micromax Canvas Infinity',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-infinity.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'3, 5, 40'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, August'","b'Available. Released 2017, September'",b'152 x 73 x 9 mm (5.98 x 2.87 x 0.35 in)',b'160 g (5.64 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.7 inches, 85.7 cm2 (~77.2% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~279 ppi density)'",,"b'Android 7.1.2 (Nougat), upgradable to Android 8.0 (Oreo)'",b'Qualcomm MSM8917 Snapdragon 425 (28 nm)',b'Quad-core 1.4 GHz Cortex-A53',b'Adreno 308',b'microSDXC (dedicated slot)',b'32GB 3GB RAM',b'eMMC 5.1',,"b'LED flash, auto-HDR'",b'1080p@30fps',"b'13 MP, f/2.0, 1/3.1"", 1.12\xc2\xb5m, AF'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Ion 2980 mAh, removable'",,b'Black',b'HS2',,b'About 10000 INR',,b'LED flash',"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m, AF'","b'Glass front, aluminum back, aluminum frame'",b'Up to 20 h (3G)',b'Up to 420 h (3G)',,,,,,,,,,,,,,
b'micromax',b'Micromax Evok Dual Note E4815',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-evok-dual-note-e4817.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 5, 7, 20, 38, 40'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2017, August'","b'Available. Released 2017, August'",b'154 x 76.4 x 7.8 mm (6.06 x 3.01 x 0.31 in)',b'-',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~70.9% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",,b'Android 7.0 (Nougat)',b'Mediatek MT6750T (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',b'microSDHC (uses shared SIM slot)',b'32GB 3GB RAM',b'eMMC 5.1',,b'Dual-LED dual-tone flash',b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3000 mAh, non-removable'",,"b'Champagne Gold, Prussian Blue'",,,b'About 10000 INR',"b'13 MP, AF 5 MP, f/2.4, (depth)'",,,,,,,,,,,,,,,,,,,
b'micromax',b'Micromax Selfie 2 Q4311',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-selfie2-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'3, 5, 40'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, July'","b'Available. Released 2017, August'",b'144 x 72 x 8.4 mm (5.67 x 2.83 x 0.33 in)',b'157 g (5.54 oz)',b'Dual SIM',b'IPS LCD',"b'5.2 inches, 74.5 cm2 (~71.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~282 ppi density)'",,b'Android 7.0 (Nougat)',b'Mediatek MT6737 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720',b'microSDHC',b'32GB 3GB RAM',b'eMMC 5.0',,"b'LED flash, panorama'",b'1080p@30fps',"b'13 MP, f/2.0, 1/3"", AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Ion 3000 mAh, non-removable'",,b'Black',b'Q4311',,b'About 10000 INR',,b'LED flash',"b'8 MP, f/2.0, 1/4""'",,,,,,,,,,,,,,,,,
b'micromax',b'Micromax Canvas 1',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-1-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'3, 5, 40'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, July'","b'Available. Released 2017, August'",b'143 x 71 x 8.3 mm (5.63 x 2.80 x 0.33 in)',b'150 g (5.29 oz)',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'Android 7.0 (Nougat)',b'Mediatek MT6737 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',b'eMMC 5.0',,"b'Dual-LED dual-tone flash, panorama'",b'1080p@30fps',"b'8 MP, f/2.2, 1/3.2"", 1.4\xc2\xb5m, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2500 mAh, removable'",,"b'Matte Black, Chrome Black'",b'C1',,b'About 7000 INR',,b'LED flash',b'5 MP',,b'Up to 7 h (3G)',,,b'Up to 15 h',,,,,,,,,,,,
b'micromax',b'Micromax Canvas 2 Q4310',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-2-q4310.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 5, 40'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2017, July'","b'Available. Released 2017, July'",b'144.2 x 70.8 x 8.5 mm (5.68 x 2.79 x 0.33 in)',b'160 g (5.64 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.5% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Corning Gorilla Glass 5',b'Android 7.0 (Nougat)',b'Mediatek MT6737 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720',b'microSDXC (dedicated slot)',b'16GB 3GB RAM',b'eMMC 5.0',,"b'LED flash, HDR'",b'1080p@28fps',"b'13 MP, f/2.0, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',"b'FM radio, RDS, recording'",b'microUSB 2.0',"b'Fingerprint (front-mounted), accelerometer, proximity'","b'Li-Ion 3050 mAh, non-removable'",,"b'Black, Gold'",b'Q4310',,b'About 12000 INR',,,"b'5 MP, f/2.0'",,b'Up to 11 h (3G)',,,b'Up to 22 h',,,,,,,,,,,,
b'micromax',b'Micromax Canvas Evok Power Q4260',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-evok-power-q4260.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 5, 40'","b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, April'","b'Available. Released 2017, April'",b'144.3 x 72.4 x 9.7 mm (5.68 x 2.85 x 0.38 in)',b'-',"b'Hybrid Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Corning Gorilla Glass 3',b'Android 6.0 (Marshmallow)',b'Mediatek MT6737 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720',b'microSDHC (uses shared SIM slot)',b'16GB 2GB RAM',b'eMMC 5.0',,b'LED flash',b'1080p@30fps',"b'8 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',"b'FM radio, recording'",b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 4000 mAh, non-removable'",,b'Champagne Gold',b'Q426',,b'About 100 EUR',,,b'5 MP',,,,,,,,,,,,,,,,,
b'micromax',b'Micromax Canvas Evok Note E453',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-evok-note-e453.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 5, 40'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2017, April'","b'Available. Released 2017, April'",b'153 x 75 x 8.5 mm (6.02 x 2.95 x 0.33 in)',b'162 g (5.71 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~72.7% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",,b'Android 6.0 (Marshmallow)',b'Mediatek MT6753 (28 nm)',b'Octa-core 1.3 GHz Cortex-A53',b'Mali-T720MP3',b'microSDHC (uses shared SIM slot)',b'32GB 3GB RAM',,,b'Dual-LED dual-tone flash',b'1080p@30fps',"b'13 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',"b'FM radio, recording'",b'microUSB 2.0',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,b'Champagne Gold',,,b'About 140 EUR',,,b'5 MP',,,,,,,,,,,,,,,,,
b'micromax',b'Micromax Bharat 2 Q402',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-brahat2-q402.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 5, 40'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, April'","b'Available. Released 2017, April'",b'125 x 63.4 x 10.3 mm (4.92 x 2.50 x 0.41 in)',b'120 g (4.23 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'","b'TFT, 256K colors'","b'4.0 inches, 45.5 cm2 (~57.5% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",,b'Android 6.0 (Marshmallow)',b'Spreadtrum SC9832',b'Quad-core 1.1 GHz',,b'microSDHC',b'4GB 512MB RAM',,,b'LED flash',b'Yes',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1300 mAh, non-removable'",,b'Gold',"b'Q402, Q402Plus'",,b'About 50 EUR',,,b'VGA',,,,,,,,,,,,,,,,,
b'micromax',b'Micromax Dual 5',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-dual-5.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'LTE (unspecified)',"b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2017, March'","b'Available. Released 2017, April'",b'-',b'164 g (5.78 oz)',b'Dual SIM',b'AMOLED',"b'5.5 inches, 83.4 cm2'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'Corning Gorilla Glass 3',b'Android 6.0 (Marshmallow)',b'Qualcomm MSM8976 Snapdragon 652 (28 nm)',b'Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53)',b'Adreno 510',b'microSDXC',b'128GB 4GB RAM',b'eMMC 5.1',,"b'Dual-LED dual-tone flash, HDR, panorama'","b'4K@30fps, 1080p@30fps'","b'13 MP, PDAF 2 MP, (depth)'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'USB Type-C',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 3200 mAh, non-removable'","b'Fast charging 18W, 100% in 45 min (advertised) Quick Charge 3.0'",b'Gold',b'E4820',,b'About 360 EUR',,,b'13 MP',,,,b'Yes',,,,,,,,,,,,,
b'micromax',b'Micromax Spark Vdeo Q415',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-spark-vdeo-q415.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 5, 40'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, March'","b'Available. Released 2017, March'",b'133.8 x 67.5 x 10 mm (5.27 x 2.66 x 0.39 in)',b'140 g (4.94 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'4.5 inches, 55.8 cm2 (~61.8% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",,b'Android 6.0 (Marshmallow)',b'Spreadtrum SC9832A',b'Quad-core 1.1 GHz',,b'microSDHC',b'8GB 1GB RAM',,,b'LED flash',b'720p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1800 mAh, non-removable'",,b'Gold',,,b'About 60 EUR',,,b'2 MP',,b'Up to 5 h (3G)',b'Up to 150 h (3G)',,,,,,,,,,,,,,
b'micromax',b'Micromax Vdeo 5',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-vdeo-5.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 5, 40'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, February'","b'Available. Released 2017, March'",b'153.5 x 77.6 x 8.6 mm (6.04 x 3.06 x 0.34 in)',b'-',b'Dual SIM',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~70.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Corning Gorilla Glass (unspecified version)',b'Android 6.0 (Marshmallow)',b'Spreadtrum SC9832A',b'Quad-core 1.3 GHz',,b'microSDHC',b'8GB 1GB RAM',,,b'LED flash',b'1080p@30fps',"b'8 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 3000 mAh, non-removable'",,b'Gold',,,b'About 100 EUR',,,b'5 MP',,,,,,,,,,,,,,,,,
b'micromax',b'Micromax Vdeo 4',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-vdeo-4.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 5, 40'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, January'","b'Available. Released 2017, February'",b'145.5 x 71.5 x 9.8 mm (5.73 x 2.81 x 0.39 in)',b'-',b'Dual SIM (Micro-SIM)',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.2% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Corning Gorilla Glass (unspecified version)',b'Android 6.0 (Marshmallow)',b'Qualcomm MSM8909 Snapdragon 210 (28 nm)',b'Quad-core 1.1 GHz Cortex-A7',b'Adreno 304',b'microSDHC',b'8GB 1GB RAM',b'eMMC 4.5',,b'LED flash',b'720p@30fps',b'8 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 4000 mAh, non-removable'",,b'Gold',b'Q4251',,b'About 90 EUR',,,b'2 MP',,b'Up to 24 h (3G)',b'Up to 350 h (3G)',,,,,,,,,,,,,,
b'micromax',b'Micromax Vdeo 3',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-vdeo-3.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 5, 40'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, January'","b'Available. Released 2017, February'",b'132 x 66 x 9.7 mm (5.20 x 2.60 x 0.38 in)',b'-',b'Dual SIM',b'IPS LCD',"b'4.5 inches, 55.8 cm2 (~64.1% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",b'Corning Gorilla Glass (unspecified version)',b'Android 6.0 (Marshmallow)',b'Spreadtrum SC9832A',b'Quad-core 1.3 GHz',,b'microSDHC',b'8GB 1GB RAM',,,b'LED flash',b'720p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1800 mAh, removable'",,b'Rose Gold',b'Q4202',,b'About 80 EUR',,,b'2 MP',,b'Up to 4 h 30 min (3G)',b'Up to 120 h (3G)',,,,,,,,,,,,,,
b'micromax',b'Micromax Vdeo 2',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-vdeo2.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 5, 40'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, December'","b'Available. Released 2016, December'",b'132 x 66 x 9.7 mm (5.20 x 2.60 x 0.38 in)',b'156 g (5.50 oz)',b'Dual SIM',b'IPS LCD',"b'4.5 inches, 55.8 cm2 (~64.1% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",b'Corning Gorilla Glass (unspecified version)',b'Android 6.0 (Marshmallow)',b'Spreadtrum',b'Quad-core 1.3 GHz',,b'microSDHC',b'8GB 1GB RAM',,,b'LED flash',b'Yes',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1800 mAh, removable'",,"b'Rose Gold, Black'",b'Q4101',,b'About 70 EUR',,,b'2 MP',,,,,,,,,,,,,,,,,
b'micromax',b'Micromax Vdeo 1',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-vdeo-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 5, 40'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, December'","b'Available. Released 2016, December'",b'165 x 63.6 x 10 mm (6.50 x 2.50 x 0.39 in)',b'-',b'Dual SIM',b'IPS LCD',"b'4.0 inches, 45.5 cm2 (~43.4% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Corning Gorilla Glass (unspecified version)',b'Android 6.0 (Marshmallow)',b'Spreadtrum',b'Quad-core 1.3 GHz',,b'microSDHC',b'8GB 1GB RAM',,,b'LED flash',b'Yes',"b'5 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1600 mAh, removable'",,"b'Rose Gold, Black'",b'Q4001',,b'About 60 EUR',,,b'2 MP',,,,,,,,,,,,,,,,,
b'micromax',b'Micromax Canvas Spark 4G Q4201',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-spark-4g-q4201.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 5, 40'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, November'","b'Available. Released 2016, November'",b'144 x 72.7 x 10.6 mm (5.67 x 2.86 x 0.42 in)',b'165 g (5.82 oz)',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'Corning Gorilla Glass (unspecified version)',b'Android 6.0 (Marshmallow)',b'Spreadtrum',b'Quad-core 1.3 GHz',,b'microSDHC',b'8GB 1GB RAM',,,b'LED flash',b'Yes',"b'5 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 2000 mAh, removable'",,b'White Champagne',,,b'About 70 EUR',,,b'2 MP',,,,,,,,,,,,,,,,,
b'micromax',b'Micromax Canvas Fire 6 Q428',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-fire-6-q428.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 5, 40'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, October'","b'Available. Released 2016, November'",b'145 x 73 x 8.3 mm (5.71 x 2.87 x 0.33 in)',b'155 g (5.47 oz)',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.1% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'Android 5.1 (Lollipop)',,b'Quad-core 1.0 GHz Cortex-A53',,b'microSDHC',b'8GB 1GB RAM',,,b'LED flash',b'720p@30fps',"b'8 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 3050 mAh, removable'",,b'Black',,,,,,b'2 MP',,b'Up to 27 h',b'Up to 550 h',,,,,,,,,,,,,,
b'micromax',b'Micromax Canvas 5 Lite Q462',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-5-lite-q462.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 5, 40'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, September'","b'Available. Released 2016, October'",b'144 x 73.5 x 8.9 mm (5.67 x 2.89 x 0.35 in)',b'151 g (5.33 oz)',b'Dual SIM',"b'TFT, 256K colors'","b'5.0 inches, 68.9 cm2 (~65.1% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'Android 5.1 (Lollipop)',b'Mediatek MT6735P (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720MP2',b'microSDHC',b'16GB 2GB RAM',,,b'LED flash',b'720p@30fps',"b'8 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, non-removable'",,b'Black',"b'Q463, Q462'",,b'About 80 EUR',,,b'5 MP',,b'Up to 4 h 30 min',b'Up to 150 h',,,,,,,,,,,,,,
b'micromax',b'Micromax Bolt Q381',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-bolt-q381.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,b'HSPA',"b'2016, July'","b'Available. Released 2016, July'",b'-',b'-',"b'Dual SIM (Micro-SIM/ Mini-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",,b'Android 5.1 (Lollipop)',b'Spreadtrum SC7731G',b'Quad-core 1.3 GHz Cortex-A7',,b'microSDHC',b'8GB 1GB RAM',,,,b'720p',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'2.1',"b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 2000 mAh, removable'",,b'Black',b'Q381',,,,,b'VGA',,b'Up to 6 h 30 min',b'Up to 360 h',,,,,,,,,,,,,,
