Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,_1,Quad,Features,Video,Dual,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,128GB 8GB RAM,256GB 8GB RAM,Single,Triple,Build,Penta,_1_1,Infrared port,256GB 12GB RAM,Performance,Display,Camera,Loudspeaker_1,Battery life,512GB 8GB RAM,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,128GB 4GB RAM,Single_1,4GB 32MB RAM,128GB 6GB RAM,Dual_1,64GB 3GB RAM,32GB 2GB RAM,SAR EU,4GB,Five,64GB 4GB RAM,256GB 6GB RAM,32GB 3GB RAM,Protection,Audio quality,16GB 2GB RAM,Stand-by,32GB 4GB RAM,Talk time,Music play,SAR,Keyboard,Browser
b'huawei',b'Huawei P smart Pro 2019',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-y9s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'UFS 2.1',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, December'","b'Available. Released 2019, December'",b'163.1 x 77.2 x 8.8 mm (6.42 x 3.04 x 0.35 in)',b'206 g (7.27 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.59 inches, 106.6 cm2 (~84.7% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)'","b'Android 9.0 (Pie), EMUI 9.1'",b'Kirin 710F (12 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (uses shared SIM slot)',b'128GB 6GB RAM',,,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'48 MP, f/1.8, (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.4, 13mm (ultrawide) 2 MP, f/2.4, (depth)'",b'HDR',b'1080p@60fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",b'Charging 10W',"b'Midnight Black, Breathing Crystal'",,b'About 290 EUR',,,"b'Motorized pop-up 16 MP, f/2.2'",,"b'Glass front, glass back, aluminum frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei nova 6 5G',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-6-5g.jpg',b'GSM / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'UFS 3.0',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 26, 34, 38, 39, 40, 41'","b'1, 3, 41, 77, 78, 79 SA/NSA'","b'HSPA 42.2/5.76 Mbps, LTE-A, 5G (2+ Gbps DL)'","b'2019, December'","b'Available. Released 2019, December'",b'162.7 x 75.8 x 9 mm (6.41 x 2.98 x 0.35 in)',b'212 g (7.48 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.57 inches, 104.2 cm2 (~84.5% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~401 ppi density)'","b'Android 10, EMUI 10'",b'Kirin 990 (7 nm)',b'Octa-core (2x2.86 GHz Cortex-A76 & 2x2.09 GHz Cortex-A76 & 4x1.86 GHz Cortex-A55)',b'Mali-G76 MP16',b'No',"b'128GB 8GB RAM, 256GB 8GB RAM'",,,"b'Panorama, HDR, LED flash'","b'4K@30/60fps, 1080p@30fps, 720p@960fps, (gyro-EIS)'","b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.2, 17mm (ultrawide)'",b'HDR',b'4K@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4200 mAh, non-removable'","b'Fast charging 40W, 70% in 30 min (advertised)'","b'Black, Blue, Red, Provence'","b'WLZ-AN00, WLZ-TN00'",,,,,"b'40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom 8 MP, f/2.4, 16mm (ultrawide)'","b'Glass front, glass back, aluminum frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei nova 6',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-6.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'UFS 3.0',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 18, 19, 26, 34, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, December'","b'Available. Released 2019, December'",b'162.6 x 75.7 x 8.6 mm (6.40 x 2.98 x 0.34 in)',b'197 g (6.95 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.57 inches, 104.2 cm2 (~84.7% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~401 ppi density)'","b'Android 10, EMUI 10, no Google Play Services'",b'Kirin 990 (7 nm)',b'Octa-core (2x2.86 GHz Cortex-A76 & 2x2.09 GHz Cortex-A76 & 4x1.86 GHz Cortex-A55)',b'Mali-G76 MP16',b'No',b'128GB 8GB RAM',,,"b'Panorama, HDR, LED flash'","b'4K@30/60fps, 1080p@30fps, 720p@960fps, (gyro-EIS)'","b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m 8 MP, f/2.2, 17mm (ultrawide)'",b'HDR',b'4K@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4100 mAh, non-removable'","b'Fast charging 40W, 70% in 30 min (advertised)'","b'Black, Blue, Red, Provence'","b'WLZ-AL10, WLZ-TL10'",,,,,"b'40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom 8 MP, f/2.4, 16mm (ultrawide)'","b'Glass front, glass back, aluminum frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei nova 6 SE',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-6-se.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'CDMA 800 & TD-SCDMA',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 2100',"b'1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 400/75 Mbps'","b'2019, December'","b'Available. Released 2019, December'",b'159.2 x 76.3 x 8.7 mm (6.27 x 3.00 x 0.34 in)',b'183 g (6.46 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.4 inches, 101.4 cm2 (~83.5% screen-to-body ratio)'",b'1080 x 2310 pixels (~398 ppi density)',"b'Android 10, EMUI 10, no Google Play Services'",b'Kirin 810 (7 nm)',b'Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55)',b'Mali-G52 MP6',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'",b'128GB 8GB RAM',b'UFS 2.1',"b'48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.4, (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'","b'LED flash, HDR, panorama'",b'1080p@30fps',,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4200 mAh, non-removable'",b'Fast charging 40W',"b'Black, Emerald Green, Light Pink/Blue'","b'JNY-AL10, JNY-TL10'",b'About 280 EUR',,,"b'16 MP, f/2.0, (wide), 1/3.06"", 1.0\xc2\xb5m'",,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei MatePad Pro',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-matepad-pro.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'Stylus support (magnetic)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, November 25'","b'Available. Released 2019, December 12'",b'246 x 159 x 7.2 mm (9.69 x 6.26 x 0.28 in)',b'460 g (1.01 lb)',b'Nano-SIM',"b'IPS LCD, 540 nits (typ)'","b'10.8 inches, 338.2 cm2 (~86.5% screen-to-body ratio)'","b'2560 x 1600 pixels, 16:10 ratio (~280 ppi density)'","b'Android 10, EMUI 10, no Google Play Services'",b'Kirin 990 (7 nm+)',b'Octa-core (2x2.86 GHz Cortex-A76 & 2x2.09 GHz Cortex-A76 & 4x1.86 GHz Cortex-A55)',b'Mali-G76 MP16',"b'NM (Nano Memory), up to 256GB (dedicated slot)'","b'128GB 6GB RAM, 256GB 8GB RAM, 512GB 8GB RAM'",b'UFS 3.0',,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30fps'",,b'HDR',b'1080p@30fps',"b'Yes, with stereo speakers (4 speakers)'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS (LTE model only)'",b'No',b'No',"b'USB Type-C 3.1, USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'","b'Li-Po 7250 mAh, non-removable'",b'Fast charging 40W Fast wireless charging 15W Reverse wireless charging 7.5W',"b'Gray, White, Green, Orange'","b'MRX-AL09, MRX-AL19, MRX-W09, MRX-W19'",b'About 450 EUR',,,"b'13 MP, f/1.8, PDAF'",,"b'Glass front, aluminum back, aluminum frame'",,b'Tuned by Harman Kardon',,,,,,,,,,,,,,,,,"b'8 MP, f/2.0'",,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Mate X',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-x-.jpg',b'GSM / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',"b'Folded cover display: 6.6"", AMOLED, 1148 x 2480 pixels (19.5:9)'",b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41'","b'41, 77, 78, 79 SA/NSA'","b'HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps, 5G (2+ Gbps DL)'","b'2019, February'","b'Available. Released 2019, November'",b'Unfolded: 161.3 x 146.2 x 5.4 mmFolded: 161.3 x 78.3 x 11 mm',b'295 g (10.41 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'Foldable OLED',"b'8.0 inches, 205.0 cm2 (~86.9% screen-to-body ratio)'",b'2200 x 2480 pixels (~414 ppi density)',"b'Android 9.0 (Pie), EMUI 9.1'",b'Kirin 980 (7 nm)',b'Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55)',b'Mali-G76 MP10',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'",b'512GB 8GB RAM',b'UFS 2.1',"b'40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF 8 MP, f/2.4, 52mm (telephoto), 2x optical zoom 16 MP, f/2.2, 17mm (ultrawide) TOF 3D, (depth)'","b'Leica optics, dual-LED dual-tone flash, panorama, HDR'","b'4K@30fps, 1080p@30fps'",,,,b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',b'No',b'USB Type-C 3.1',"b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 4500 mAh, non-removable'","b'Fast charging 55W, 85% in 30 min (advertised) Huawei SuperCharge'",b'Interstellar Blue',b'TAH-AN00',b'About 2150 EUR',,,,,"b'Plastic front, aluminum back, aluminum frame'",,b'No - uses main camera',b'Yes',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Y9s',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-y9s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'UFS 2.1',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 28, 38, 40, 41 - International'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, November 08'","b'Available. Released 2019, November 08'",b'163.1 x 77.2 x 8.8 mm (6.42 x 3.04 x 0.35 in)',b'206 g (7.27 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.59 inches, 106.6 cm2 (~84.7% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)'","b'Android 9.0 (Pie), EMUI 9.1'",b'Kirin 710F (12 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (uses shared SIM slot)',b'128GB 6GB RAM',,,"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'HDR',b'1080p@60fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",b'Charging 10W',"b'Midnight Black, Breathing Crystal, Phantom Purple'","b'STK-L21, STK-LX3, STK-L22'",b'$\xe2\x80\x89234.99',,,"b'Motorized pop-up 16 MP, f/2.2'","b'48 MP, f/1.8, (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.4, 13mm (ultrawide) 2 MP, f/2.4, (depth)'","b'Glass front, glass back, aluminum frame'",,,,,,,,,,,,,,,,,,,,,b'$\xe2\x80\x89234.99',,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei nova 5z',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-5z.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'CDMA 800 & TD-SCDMA',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 2100',"b'1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, October'","b'Available. Released 2019, November'",b'156.1 x 73.9 x 8.3 mm (6.15 x 2.91 x 0.33 in)',b'178 g (6.28 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.26 inches, 96.2 cm2 (~83.4% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)'","b'Android 9.0 (Pie), EMUI 9.1'",b'Kirin 810 (7 nm)',b'Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55)',b'Mali-G52 MP6',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'","b'64GB 6GB RAM, 128GB 6GB RAM'",b'UFS 2.1',"b'48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.4, (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'","b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30fps'",,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, QZSS, BDS'",b'No',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",b'Fast charging 20W',"b'Black, Aurora, Emerald Green'","b'SPN-AL00, SPN-TL00'",b'About 200 EUR',,,"b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'",,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Enjoy 10s',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-enjoy-10s.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'CDMA 800 & TD-SCDMA',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 8, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2019, October 28'","b'Available. Released 2019, November'",b'157.4 x 73.2 x 7.8 mm (6.20 x 2.88 x 0.31 in)',b'163 g (5.75 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'OLED, 600 nits (typ)'","b'6.3 inches, 95.8 cm2 (~83.2% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~418 ppi density)'","b'Android 9.0 (Pie), EMUI 9.1'",b'Kirin 710F (12 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'","b'64GB 6GB RAM, 128GB 6GB RAM'",,,"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",b'Charging 10W',"b'Breathing Crystal, Midnight Black, Emerald Green'","b'AQM-AL00, AQM-TL00'",b'About 200 EUR',,,"b'16 MP, f/2.0'","b'48 MP, f/1.8, 27mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.4, 120\xcb\x9a (ultrawide) 2 MP, f/2.4, (depth)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Enjoy 10',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-enjoy-10.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'CDMA 800 & TD-SCDMA',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 8, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, October'","b'Available. Released 2019, November'",b'159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in)',b'176 g (6.21 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.39 inches, 100.2 cm2 (~82.4% screen-to-body ratio)'","b'720 x 1560 pixels, 19.5:9 ratio (~269 ppi density)'","b'Android 9.0 (Pie), EMUI 9.1'",b'Kirin 710F (12 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (uses shared SIM slot)',"b'64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM'",b'CDMA2000 1xEV-DO',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'48 MP, f/1.8, (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 2 MP, f/2.4, (depth)'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",b'Charging 10W',"b'Aurora blue, Acacia red, Magic night black, Sky blue'","b'ART-TL00, ART-AL00, ART-AL00x'",b'About 150 EUR',,,"b'8 MP, f/2.0'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Mate 30 RS Porsche Design',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-30-rs-porsche-design.jpg',b'GSM / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',"b'1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41 - China'",b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41 - Global'","b'1, 3, 28, 77, 78, 79 NSA/Sub6'","b'HSPA 42.2/5.76 Mbps, LTE-A, 5G (2+ Gbps DL)'","b'2019, September'","b'Available. Released 2019, November'",b'158.1 x 73.1 x 9.3 mm (6.22 x 2.88 x 0.37 in)',b'198 g (6.98 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'OLED, HDR10'","b'6.53 inches, 108.7 cm2 (~94.1% screen-to-body ratio)'","b'1176 x 2400 pixels, 18.5:9 ratio (~409 ppi density)'","b'Android 10, EMUI 10, no Google Play Services'",b'Kirin 990 5G (7 nm+)',b'Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55)',b'Mali-G76 MP16',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'",b'512GB 12GB RAM',b'IP68 dust/water resistant (up to 2m for 30 mins)',"b'40 MP, f/1.6, 27mm (wide), 1/1.7"", PDAF, OIS 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom 40 MP, f/1.8, 18mm (ultrawide), 1/1.54"", PDAF TOF 3D, (depth)'","b'Leica optics, dual-LED dual-tone flash, panorama, HDR'","b'4K@30/60fps, 1080p@30/60/120fps, 1080p@960fps, 720p@7680fps, gyro-EIS'","b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m TOF 3D, (depth/biometrics sensor)'","b'HDR, panorama'",b'1080p@30fps',"b'Yes, with stereo speakers'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot'","b'5.1, A2DP, aptX HD, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',b'No',"b'USB Type-C 3.1, USB On-The-Go'","b'Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass'","b'Li-Po 4500 mAh, non-removable'",b'Fast charging 40W Fast wireless charging 27W Reverse wireless charging',"b'Black, Red'","b'LIO-N29, LIO-AN00P, LIO-AN00'",b'About 1700 EUR',,,,,"b'Glass front (Gorilla Glass 6), leather/glass back, aluminum frame'",,b'32-bit/384kHz audio',b'Yes',,,,,,,,,,,,,,,,,,,,,,,,,,,,b'Corning Gorilla Glass 6',,,,,,,,,
