Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,,Speed,Announced,Status,Dimensions,Weight,Keyboard,Build,SIM,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,_1,Dual,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Colors,Models,SAR,SAR EU,Price,Performance,64GB 4GB RAM,32GB 4GB RAM,Features_1,Charging,_1_1,Display,Camera,Loudspeaker_1,Audio quality,Battery life,Single_1,Stand-by,Talk time,Music play,Browser,GPRS,EDGE,Stand-by_1,Talk time_1,Alert types
b'blackberry',b'BlackBerry Curve 9370',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-curve-9350-9360-9370.jpg',b'GSM / CDMA / EVDO',b'CDMA 800 / 1900',b'CDMA2000 1xEV-DO',,b'GSM 850 / 900 / 1800 / 1900',b'EV-DO Rev.A 3.1 Mbps',"b'2011, August. Released 2011, September'",b'Discontinued',b'109 x 60 x 11 mm (4.29 x 2.36 x 0.43 in)',b'99 g (3.49 oz)',b'QWERTY',,b'Mini-SIM',b'TFT',"b'2.44 inches, 18.4 cm2 (~28.2% screen-to-body ratio)'","b'480 x 360 pixels, 4:3 ratio (~246 ppi density)'",,b'BlackBerry OS 7.0',,b'800 MHz',,b'microSDHC (dedicated slot)',b'1GB 512MB RAM',b'Optical trackpad',,b'LED flash',b'480p',b'5 MP',,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'2.1, A2DP'","b'Yes, with A-GPS'",b'Yes',b'No',b'microUSB 2.0',b'',b'Removable Li-Ion 1000 mAh battery',b'Black',,b'1.51 W/kg (head) \xc2\xa0 \xc2\xa0 1.00 W/kg (body)',b'0.65 W/kg (head) \xc2\xa0 \xc2\xa0 0.48 W/kg (body)',b'About 90 EUR',,,,,,b'MP3/eAAC+/WMA/WAV/Flac player MP4/H.264/WMV player Organizer Document viewer Voice memo/dial Predictive text input',,,,,,,b'Up to 348 h',b'Up to 5 h 30 min',b'Up to 45 h',,,,,,
b'blackberry',b'BlackBerry Curve 9360',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-curve-9350-9360-9370.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1900 / 2100',,b'HSDPA 900 / 1700 / 2100',b'HSPA 7.2/2 Mbps',"b'2011, August. Released 2011, August'",b'Discontinued',b'109 x 60 x 11 mm (4.29 x 2.36 x 0.43 in)',b'99 g (3.49 oz)',b'QWERTY',,b'Mini-SIM',b'TFT',"b'2.44 inches, 18.4 cm2 (~28.2% screen-to-body ratio)'","b'480 x 360 pixels, 4:3 ratio (~246 ppi density)'",,b'BlackBerry OS 7.0',,b'800MHz',,b'microSDHC (dedicated slot)',b'512MB 512MB RAM',b'Optical trackpad',,b'LED flash',b'480p',b'5 MP',,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, UMA (carrier-dependent)'","b'2.1, A2DP'","b'Yes, with A-GPS'",b'Yes',b'No',b'microUSB 2.0',b'',b'Removable Li-Ion 1000 mAh battery',"b'Black, Purple, Pink'",,b'1.42 W/kg (head) \xc2\xa0 \xc2\xa0 1.06 W/kg (body)',b'1.22 W/kg (head) \xc2\xa0 \xc2\xa0 0.62 W/kg (body)',b'About 90 EUR',,,,,,b'MP3/eAAC+/WMA/WAV/FLAC player MP4/H.264/WMV player Organizer Document viewer Voice memo/dial Predictive text input',b'Contrast ratio: 1054:1 (nominal)',b'Photo',b'Voice 69dB / Noise 65dB / Ring 71dB',b'Noise -85.9dB / Crosstalk -82.1dB',,,b'Up to 336 h (2G) / Up to 288 h (3G)',b'Up to 5 h (2G) / Up to 5 h (3G)',b'Up to 25 h',b'HTML',,,,,
b'blackberry',b'BlackBerry Curve 9350',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-curve-9350-9360-9370.jpg',b'CDMA / EVDO',b'CDMA 800 / 1900',b'CDMA2000 1xEV-DO',,b'No',b'EV-DO Rev.A 3.1 Mbps',"b'2011, August. Released 2011, September'",b'Discontinued',b'109 x 60 x 11 mm (4.29 x 2.36 x 0.43 in)',b'99 g (3.49 oz)',b'QWERTY',,b'Mini-SIM',b'TFT',"b'2.44 inches, 18.4 cm2 (~28.2% screen-to-body ratio)'","b'480 x 360 pixels, 4:3 ratio (~246 ppi density)'",,b'BlackBerry OS 7.0',,b'800 MHz',,b'microSDHC (dedicated slot)',"b'512MB ROM, 512MB RAM'",b'MP3/eAAC+/WMA/WAV/Flac player MP4/H.264/WMV player Organizer Document viewer Voice memo/dial Predictive text input',,b'LED flash',b'480p',b'5 MP',,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'2.1, A2DP'","b'Yes, with A-GPS'",b'Yes',b'No',b'microUSB 2.0',b'',b'Removable Li-Ion 1000 mAh battery',"b'Black, Violet'",,b'0.96 W/kg (head) \xc2\xa0 \xc2\xa0 0.83 W/kg (body)',,b'About 50 EUR',,,,,,,,,,,,,b'Up to 348 h',b'Up to 5 h 30 min',b'Up to 45 h',b'HTML',,,,,
b'blackberry',b'BlackBerry Torch 9810',b'https://fdn2.gsmarena.com/vv/bigpic/bb-torch-9810-new.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1900 / 2100',,b'No',b'HSPA 14.4/5.76 Mbps',"b'2011, August. Released 2011, August'",b'Discontinued',b'111 x 62 x 14.6 mm (4.37 x 2.44 x 0.57 in)',b'161 g (5.68 oz)',b'QWERTY',,b'Mini-SIM',b'TFT',"b'3.2 inches, 31.7 cm2 (~46.1% screen-to-body ratio)'","b'480 x 640 pixels, 4:3 ratio (~250 ppi density)'",,b'BlackBerry OS 7.0',,b'1.2 GHz',,b'microSDHC (dedicated slot)',b'8GB 768MB RAM',"b'Document viewer (Word, Excel, PowerPoint) MP3/WMA/WAV/eAAC+ player DivX/XviD/MP4/WMV/H.264 player Organizer Voice memo/dial Predictive text input'",,b'LED flash',b'720p',"b'5 MP, AF'",,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, UMA (carrier-dependent)'","b'2.1, A2DP'","b'Yes, with A-GPS'",,b'No',b'microUSB 2.0',"b'Proximity, compass'",b'Removable Li-Ion 1270 mAh battery',"b'Black, Gray'",,b'1.44 W/kg (head) \xc2\xa0 \xc2\xa0 0.94 W/kg (body)',b'0.97 W/kg (head) \xc2\xa0 \xc2\xa0 0.74 W/kg (body)',b'About 120 EUR',,,,,,,b'Contrast ratio: 1112:1 (nominal)',b'Photo / Video',b'Voice 67dB / Noise 65dB / Ring 66dB',b'Noise -85.7dB / Crosstalk -87.9dB',,,b'Up to 308 h (2G) / Up to 300 h (3G)',b'Up to 6 h 30 min (2G) / Up to 5 h 50 min (3G)',b'Up to 54 h',b'HTML',,,,,
b'blackberry',b'BlackBerry Torch 9860',b'https://fdn2.gsmarena.com/vv/bigpic/bb-torch-9860-new.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 1700 / 2100',,b'HSDPA 850 / 1900 / 2100 / 800',b'HSPA 14.4/5.76 Mbps',"b'2011, August. Released 2011, September'",b'Discontinued',b'120 x 62 x 11.5 mm (4.72 x 2.44 x 0.45 in)',b'135 g (4.76 oz)',,,b'Mini-SIM',b'TFT',"b'3.7 inches, 39.0 cm2 (~52.4% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~252 ppi density)'",,b'BlackBerry OS 7',,b'1.2 GHz QC 8655',,b'microSDHC (dedicated slot)',b'4GB 768MB RAM',b'Optical trackpad',,b'LED flash',b'720p',"b'5 MP, AF'",,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'2.1, A2DP'","b'Yes, with A-GPS'",,b'No',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion 1230 mAh battery',b'Black',,b'1.12 W/kg (head) \xc2\xa0 \xc2\xa0 0.86 W/kg (body)',b'0.82 W/kg (head) \xc2\xa0 \xc2\xa0 0.45 W/kg (body)',b'About 130 EUR',,,,,,b'Social feeds BlackBerry maps Document viewer MP3/WMA/WAV/eAAC+/FlAC player DivX/XviD/MP4/WMV/H.264 player Organizer Voice memo/dial',b'Contrast ratio: 1413:1 (nominal)',b'Photo / Video',b'Voice 67dB / Noise 65dB / Ring 75dB',b'Noise -86.8dB / Crosstalk -86.5dB',,,b'Up to 330 h (2G) / Up to 320 h (3G)',b'Up to 4 h 40 min (2G) / Up to 6 h 50 min (3G)',b'Up to 44 h',b'HTML',,,,,
b'blackberry',b'BlackBerry Torch 9850',b'https://fdn2.gsmarena.com/vv/bigpic/BlackBerry-Torch-9850.jpg',b'GSM / CDMA / HSPA / EVDO',b'CDMA 800 / 1900',b'HSDPA 2100',,b'GSM 850 / 900 / 1800 / 1900',"b'HSPA 14.4/5.76 Mbps, EV-DO Rev A 3.1 Mbps'","b'2011, August. Released 2011, August'",b'Discontinued',b'120 x 62 x 11.5 mm (4.72 x 2.44 x 0.45 in)',b'135 g (4.76 oz)',,,b'Mini-SIM',b'TFT',"b'3.7 inches, 39.0 cm2 (~52.4% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~252 ppi density)'",,b'BlackBerry OS 7',b'Qualcomm MSM8655 Snapdragon S2',b'1.2 GHz Scorpion',b'Adreno 205',b'microSDHC (dedicated slot)',b'4GB 768MB RAM',b'CDMA2000 1xEV-DO',,b'LED flash',b'720p',"b'5 MP, AF'",,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",,b'No',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion 1230 mAh battery',b'Black',,b'0.90 W/kg (head) \xc2\xa0 \xc2\xa0 0.66 W/kg (body)',b'0.76 W/kg (head) \xc2\xa0 \xc2\xa0 0.43 W/kg (body)',b'About 130 EUR',,,,,,b'Social feeds BlackBerry maps Document viewer MP3/WMA/eAAC+/FlAC player DivX/XviD/MP4/WMV/H.264 Organizer Voice memo/dial Predictive test input',,,,,,,b'Up to 320 h',b'Up to 6 h 50 min',b'Up to 50 h',,,,,,
b'blackberry',b'BlackBerry Bold Touch 9900',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-bold-touch-9900.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1900 / 2100 / 800',,b'HSDPA 900 / 1700 / 2100',b'HSPA 14.4/5.76 Mbps',"b'2011, May. Released 2011, August'",b'Discontinued',b'115 x 66 x 10.5 mm (4.53 x 2.60 x 0.41 in)',b'130 g (4.59 oz)',b'QWERTY',,b'Mini-SIM',b'TFT',"b'2.8 inches, 24.3 cm2 (~32.0% screen-to-body ratio)'","b'640 x 480 pixels, 4:3 ratio (~286 ppi density)'",,b'BlackBerry OS 7.0',,b'1.2 GHz QC 8655',,b'microSDHC (dedicated slot)',b'8GB 768MB RAM',b'No',,b'LED flash',b'720p',b'5 MP',,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'2.1, A2DP, EDR'","b'Yes, with A-GPS, BlackBerry Maps'",b'Yes',b'No',b'microUSB 2.0',"b'Proximity, compass'",b'Removable Li-Ion 1230 mAh battery',"b'Black, White'",,b'1.19 W/kg (head) \xc2\xa0 \xc2\xa0 1.03 W/kg (body)',b'0.76 W/kg (head) \xc2\xa0 \xc2\xa0 0.90 W/kg (body)',b'About 140 EUR',,,,,,,b'Contrast ratio: 1304:1 (nominal)',b'Photo / Video',b'Voice 71dB / Noise 72dB / Ring 76dB',b'Noise -86.3dB / Crosstalk -81.2dB',,,b'Up to 307 h (2G) / Up to 307 h (3G)',b'Up to 6 h 30 min (2G) / Up to 5 h 50 min (3G)',b'Up to 50 h',b'HTML',,,,,
b'blackberry',b'BlackBerry Bold Touch 9930',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-bold-touch-9900.jpg',b'GSM / CDMA / HSPA / EVDO',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',,b'CDMA 800 / 1900',"b'HSPA 14.4/5.76 Mbps, EV-DO Rev.A 3.1 Mbps'","b'2011, May. Released 2011, August'",b'Discontinued',b'115 x 66 x 10.5 mm (4.53 x 2.60 x 0.41 in)',b'130 g (4.59 oz)',b'QWERTY',,b'Mini-SIM',b'TFT',"b'2.8 inches, 24.3 cm2 (~32.0% screen-to-body ratio)'","b'640 x 480 pixels, 4:3 ratio (~286 ppi density)'",,b'BlackBerry OS 7.0',,b'1.2 GHz QC 8655',,b'microSDHC (dedicated slot)',b'8GB 768MB RAM',b'CDMA2000 1xEV-DO',,b'LED flash',b'720p',b'5 MP',,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'2.1, A2DP, EDR'","b'Yes, with A-GPS, BlackBerry Maps'",b'Yes',b'No',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion 1230 mAh battery',b'Black',,b'1.38 W/kg (head) \xc2\xa0 \xc2\xa0 0.78 W/kg (body)',b'0.77 W/kg (head) \xc2\xa0 \xc2\xa0 0.84 W/kg (body)',b'About 120 EUR',,,,,,b'BlackBerry maps Document viewer MP4/WMV/H.264 player MP3/eAAC+/WMA/WAV player Organizer Voice memo/dial Predictive text input',,,,,,,b'Up to 307 h (2G) / Up to 307 h (3G)',b'Up to 6 h 40 min (2G) / Up to 5 h 50 min (3G)',b'Up to 50 h',b'HTML',,,,,
b'blackberry',b'BlackBerry 4G Playbook HSPA+',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-playbook.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 1900 / 2100',,b'Micro HDMI port Document viewer Media player MP3/WMA/AAC+ Video player DivX/WMV/XviD/3gp Organizer Predictive text input',b'HSPA 21.1/5.76 Mbps',"b'2011, February'",b'Discontinued',b'194 x 130 x 10 mm (7.64 x 5.12 x 0.39 in)',b'425 g (14.99 oz)',,,b'Mini-SIM',b'TFT',"b'7.0 inches, 137.9 cm2 (~54.7% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",,b'BlackBerry Tablet OS',b'TI OMAP 4430',b'Dual-core 1.0 GHz Cortex-A9',b'PowerVR SGX540',b'No',"b'16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM'",,,,b'1080p@30fps',"b'5 MP, AF'",b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band'","b'2.1, A2DP, EDR'",b'No',,b'No',b'microUSB 2.0',b'Accelerometer',b'Non-removable Li-Po 5300 mAh battery',b'Black',,,,,,,,,,,,,,,,b'3 MP',,,,"b'HTML, Adobe Flash'",,,,,
b'blackberry',b'BlackBerry Playbook Wimax',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-playbook.jpg',b'No cellular connectivity',b'N/A',,,b'Micro HDMI port Document viewer Media player MP3/WMA/AAC+ Video player DivX/WMV/XviD/3gp Organizer Predictive text input',,"b'2010, September'",b'Discontinued',b'194 x 130 x 10 mm (7.64 x 5.12 x 0.39 in)',b'425 g (14.99 oz)',,,b'No',b'TFT',"b'7.0 inches, 137.9 cm2 (~54.7% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",,b'BlackBerry Tablet OS',b'TI OMAP 4430',b'Dual-core 1.0 GHz Cortex-A9',b'PowerVR SGX540',b'No',"b'16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM'",,,,b'1080p@30fps',"b'5 MP, AF'",b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, WiMAX 802.16 e, dual-band'","b'2.1, A2DP, EDR'",b'No',,b'No',b'microUSB 2.0',b'Accelerometer',b'Non-removable Li-Po 5300 mAh battery',b'Black',,,,,,,,,,,,,,,,b'3 MP',,,,"b'HTML, Adobe Flash'",b'No',b'No',,,
b'blackberry',b'BlackBerry Playbook',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-playbook.jpg',b'No cellular connectivity',b'N/A',,,b'Micro HDMI port Document viewer Media player MP3/WMA/AAC+ Video player DivX/WMV/XviD/3gp Organizer Predictive text input',,"b'2010, September. Released 2011, April'",b'Discontinued',b'194 x 130 x 10 mm (7.64 x 5.12 x 0.39 in)',b'425 g (14.99 oz)',,,b'No',b'TFT',"b'7.0 inches, 137.9 cm2 (~54.7% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",,b'BlackBerry Tablet OS',b'TI OMAP 4430',b'Dual-core 1.0 GHz Cortex-A9',b'PowerVR SGX540',b'No',"b'16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM'",,,,b'1080p@30fps',"b'5 MP, AF'",b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band'","b'2.1, EDR'",b'Yes',,b'No',b'microUSB 2.0',"b'Accelerometer, gyro'",b'Non-removable Li-Po 5300 mAh battery',b'Black',,b'1.41 W/kg (body)',b'1.69 W/kg (body)',b'About 120 EUR',,,,,,,b'Contrast ratio: 1160:1 (nominal)',,,,,b'3 MP',,b'Up to 10 h (multimedia)',,"b'HTML5, Adobe Flash'",b'No',b'No',,,
